player_id,full_name,month,value_mean,value_sd
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-01,0.7861,0.087
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-02,0.7887,0.0812
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-03,0.7922,0.0752
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-04,0.803,0.0699
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-05,0.8,0.0719
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-06,0.7957,0.0701
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-07,0.8005,0.0678
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-08,0.804,0.0655
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-09,0.7944,0.0653
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-10,0.7786,0.0683
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-11,0.7753,0.0686
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2024-12,0.7777,0.0642
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-01,0.7837,0.062
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-02,0.7763,0.0616
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-03,0.7673,0.0605
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-04,0.7551,0.0642
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-05,0.7433,0.0615
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-06,0.7349,0.0612
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-07,0.7308,0.0613
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-08,0.7238,0.0607
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-09,0.7287,0.0613
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-10,0.7259,0.0618
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-11,0.7302,0.0631
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2025-12,0.723,0.0659
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2026-01,0.7157,0.0668
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2026-02,0.7136,0.0705
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2026-03,0.7137,0.0706
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2026-04,0.7126,0.074
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,2026-05,0.718,0.0791
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-01,0.7852,0.1112
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-02,0.7879,0.1076
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-03,0.785,0.1089
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-04,0.7825,0.1085
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-05,0.7771,0.1143
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-06,0.775,0.1205
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-07,0.7761,0.127
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-08,0.7777,0.1316
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-09,0.7817,0.1346
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-10,0.7847,0.1389
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-11,0.7878,0.1431
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2024-12,0.7905,0.1459
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-01,0.7945,0.1501
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-02,0.7964,0.1545
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-03,0.7966,0.1564
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-04,0.7962,0.1598
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-05,0.7967,0.1667
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-06,0.7973,0.1671
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-07,0.7982,0.1723
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-08,0.7975,0.1776
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-09,0.7979,0.1808
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-10,0.7985,0.1815
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-11,0.7987,0.1871
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2025-12,0.7984,0.1926
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2026-01,0.7988,0.1953
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2026-02,0.7992,0.1987
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2026-03,0.7978,0.1997
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2026-04,0.7981,0.2033
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,2026-05,0.7983,0.2086
b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,2024-01,0.2458,0.1015
b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,2024-02,0.2456,0.098
b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,2024-03,0.2444,0.0961
b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,2024-04,0.2452,0.0938
b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,2024-05,0.2477,0.0918
b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,2024-06,0.2514,0.0896
