game_id,margin,a1,a2,a3,a4,dyad1,dyad2,match_idx,ctx_idx,tour_idx,best_of,game_number,event_name,date,stage
094dd7cb-8bb6-4e57-bd34-1ba3b3399541:g1,8,0,1,2,3,0,1,0,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
094dd7cb-8bb6-4e57-bd34-1ba3b3399541:g2,9,0,1,2,3,0,1,0,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
0a751efa-ef1d-47a5-9b9b-a43e170be241:g1,6,4,5,6,7,2,3,1,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
0a751efa-ef1d-47a5-9b9b-a43e170be241:g2,8,4,5,6,7,2,3,1,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
1a474e4d-0885-4555-a21f-ad8d8e1edc23:g1,-2,8,9,10,11,4,5,2,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
1a474e4d-0885-4555-a21f-ad8d8e1edc23:g2,6,8,9,10,11,4,5,2,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
1a474e4d-0885-4555-a21f-ad8d8e1edc23:g3,-3,8,9,10,11,4,5,2,1,1,3,3,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
22bbc2e9-136e-4777-8a9a-f086c83491e0:g1,-9,12,13,14,15,6,7,3,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
22bbc2e9-136e-4777-8a9a-f086c83491e0:g2,-5,12,13,14,15,6,7,3,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
233ef188-9d35-416f-8a6e-485ce8c8ae71:g1,3,16,17,18,19,8,9,4,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
233ef188-9d35-416f-8a6e-485ce8c8ae71:g2,-2,16,17,18,19,8,9,4,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
233ef188-9d35-416f-8a6e-485ce8c8ae71:g3,10,16,17,18,19,8,9,4,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
2abffb75-c46a-4f81-b4fd-3357c3072103:g1,-2,20,21,22,23,10,11,5,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
2abffb75-c46a-4f81-b4fd-3357c3072103:g2,-8,20,21,22,23,10,11,5,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
2c94d928-1632-4b2d-a2d1-5df3955a19a6:g1,-3,24,25,26,27,12,13,6,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
2c94d928-1632-4b2d-a2d1-5df3955a19a6:g2,-2,24,25,26,27,12,13,6,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
33e3575d-7ecd-4338-9596-23f0dc7a5255:g1,-2,28,29,30,31,14,15,7,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
33e3575d-7ecd-4338-9596-23f0dc7a5255:g2,-2,28,29,30,31,14,15,7,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
3a8b2a5f-8d69-4993-af7f-1bfe01437587:g1,11,26,32,33,34,16,17,8,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 64
3a8b2a5f-8d69-4993-af7f-1bfe01437587:g2,7,26,32,33,34,16,17,8,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 64
4303e561-4b06-45ee-b4ef-3bd702c71dda:g1,8,35,36,37,12,18,19,9,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
4303e561-4b06-45ee-b4ef-3bd702c71dda:g2,4,35,36,37,12,18,19,9,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
46780f54-7fed-4ac7-834f-b2c6fd06ed85:g1,10,38,39,40,41,20,21,10,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
46780f54-7fed-4ac7-834f-b2c6fd06ed85:g2,7,38,39,40,41,20,21,10,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
4bd8bce1-4180-46de-92db-b400dd570ec0:g1,7,42,43,44,45,22,23,11,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
4bd8bce1-4180-46de-92db-b400dd570ec0:g2,-3,42,43,44,45,22,23,11,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
4bd8bce1-4180-46de-92db-b400dd570ec0:g3,-7,42,43,44,45,22,23,11,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
5363635f-c0bd-4d6d-8680-c7d1d1a1ac9e:g1,2,46,47,4,5,24,2,12,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
5363635f-c0bd-4d6d-8680-c7d1d1a1ac9e:g2,-7,46,47,4,5,24,2,12,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
5363635f-c0bd-4d6d-8680-c7d1d1a1ac9e:g3,5,46,47,4,5,24,2,12,1,1,3,3,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
57a83d90-0bbd-4586-88a6-bf34f88fb077:g1,6,48,49,9,50,25,26,13,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
57a83d90-0bbd-4586-88a6-bf34f88fb077:g2,2,48,49,9,50,25,26,13,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
