idx,p1_id,p2_id,p1_name,p2_name,context
0,98c2531f-f5ce-48b5-b251-eb69425d409c,cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jillian Braverman,Jaume Martinez Vich,mixed
1,003033d4-4072-4b5f-9484-9bcceb29b19f,446ffc48-42af-4b31-9fa5-0c864508e32c,Kent Hunter,Kenadi Hance,mixed
2,27ec8d58-6907-42a3-b994-fc0b3c304fe3,b9078ad5-9d55-4617-9c9d-131823dfca0b,Alec Weller,Luke Ness,mens
3,1af53bb7-816e-4292-bd2e-08374c50aa42,54c74891-88d7-4e02-8e6a-d45ff23b958f,Sergey Afanasenka,William Stults,mens
4,5da57cf9-dfc6-41f5-b853-48f191b873bf,a84c5612-2f7f-4189-b968-b37634d4042f,Roman Estareja,Aron Ouye,mens
5,8af41b49-c25b-4103-bf60-fa36ab5fc278,d32c8b36-911f-420b-8166-65586599f7a7,Chase Ora,Jesse Knight,mens
6,4e82e645-294f-424e-b1e7-28f93e2cb7cc,8dd7bb87-1082-4114-809e-888ac57df014,Benjamin Bramblett,Chase Mason,mens
7,0763ffeb-1b1f-41c5-ab37-d17b66e50b50,61e0ca34-5642-40bd-9eaf-acd7ea93480a,Phuc Huynh,Marcel Chan,mens
8,0dfe6dd7-dcc9-407b-a761-1cafc880401b,bc8efe3b-26f7-48e3-a310-c66a7580743b,Erik Pailet,Cierra Gaytan-Leach,mixed
9,33e8c243-d1a8-4821-89cf-e15bf003e6f4,5358928b-dc8d-431a-a57e-0c0236b09b35,Ryan Skufca,Elizabeth Skufca,mixed
10,518626d4-2600-4134-8c6a-0ae9315f9625,8e6e1bd7-190b-4e0a-b21d-e1e402267e7b,Cason Campbell,Tucker Mueck,mens
11,e4adde58-d9a0-4f1c-afb4-96bbc7f33d22,e668aceb-c544-4914-b6e7-adb656dbe448,Benjamin Grant,Ryan Diaz,mens
12,11124e87-7f5d-45fd-8282-728c39068a3c,91ccec0d-b14e-41bc-8a23-0d9bcacfbe5b,Nick Black,Kevin Pham,mens
13,5c817399-aea7-481d-9a83-aab7431eabc1,738265f6-e8cf-4d0c-8f2e-88ca455d1dc5,Alex Emery,Ernesto Russo,mens
14,67e3b942-0f26-41b5-8abf-51fa09849e19,c70fa7ea-62ff-41f8-aded-a287b89e2b8f,Walter Lau,Kyle McMakin,mens
15,26ef815c-33ef-404d-a3b8-f0a26c240109,43df1205-e834-4427-9f1a-4e173bf93296,Stephen Madonia,Grayson Goldin,mens
16,0693776c-2294-4e1a-ba38-504ce0972828,5c817399-aea7-481d-9a83-aab7431eabc1,Julie Rodriguez,Alex Emery,mixed
17,85faa0f2-9e58-434d-b392-9f39110db07d,93269f5c-1f9a-4d6d-aabd-f6e91c68124f,Tim Ryan,Nancy Tsai,mixed
18,a029979a-d404-46fc-940b-310875a3fe2e,a9950e78-2b86-495e-a0d2-bb8efac93531,Matthew Marceau,Malia K Lum,mixed
19,84a2e8e4-b4fd-4625-8011-244c37e62b72,8dd7bb87-1082-4114-809e-888ac57df014,Jessica Mason,Chase Mason,mixed
20,337c76f4-2e83-4a59-b66b-7dc2e0555ce2,fa8d5d28-d8f5-4996-8c35-0f4ca3c35bae,Cassidy Hoag,Anderson Scarpa,mixed
21,2e0acd0d-95a3-49c3-8648-720ed0fbc7d5,4057f30d-d42a-4189-a158-11576fb5f52a,Lingwei Kong,Blaine Hovenier,mixed
22,1e5d81dc-961d-455a-b80f-d6c30c518cde,9034d36a-1b11-4c9d-ad75-5c665d87b8c5,Caden Nemoff,Pierina Imparato,mixed
23,3ad652aa-3fdd-4e53-8f34-dfdedc3c1901,8491ab0e-10f9-4eca-8893-dbfc576ac51a,Christine Maddox,James Bragg,mixed
24,3701f5a0-aa34-4a06-a718-7b223491362e,a384ebf9-24d7-4624-a8a8-160bef70df63,Ethan Violette,Ammar Wazir,mens
25,763b4d27-8140-47cd-86f5-982706cd4ebb,89ccc27e-1751-4730-a998-db0cb9224349,Michael Loyd,Brooke Revuelta,mixed
26,a84c5612-2f7f-4189-b968-b37634d4042f,d554d53f-5941-46e9-b02f-a56cb2d4a04d,Aron Ouye,Camila Garcia Wright,mixed
27,6876576c-b20e-47e3-99e4-d32759cc9f48,756a7a13-a3d8-4d89-8afb-e2071ec6dc82,Patrick Kawka,Lauren Mercado,mixed
28,424f20bc-1bcc-49f9-92ee-32bd87f73027,4bff334b-27fa-405c-a0f5-38a61d2f86f7,Jake Davis,Jeffrey Tolman,mens
29,cbfbb61e-c9de-4ef8-b68d-26fe027d14b9,ef40c5da-1ba2-403f-929c-38312222b8e0,Anders Jansson,Chiron Burl,mens
30,4057f30d-d42a-4189-a158-11576fb5f52a,a029979a-d404-46fc-940b-310875a3fe2e,Blaine Hovenier,Matthew Marceau,mens
31,44aadd78-e64c-436b-a2cf-de997e434d0e,682b9296-0eb9-4af1-94b9-a7c6ebc04153,Jerome Jayapal,Jonathan Williams,mens
32,8e90c972-7919-417c-a2a3-5980de0ab469,c739088c-4a93-4960-b11e-fd8f5769cc6e,Blake Potter,Ivana King,mixed
33,b9078ad5-9d55-4617-9c9d-131823dfca0b,d57934e4-fe65-4168-8fd7-26da1b07cb2d,Luke Ness,Michelle Murphy,mixed
34,07aabe65-d0a6-4599-9ebf-48683b900917,14425212-36dd-43e0-bd0e-518303d3a8c8,Madison Wold,Jake Presser,mixed
35,469988c9-b401-4c68-9e07-e1b1b104b791,ff789b9c-80c4-442c-b97e-2e2311298cfb,Yates Johnson,Vivian Glozman,mixed
36,3cec5850-24e2-44e3-96bc-ee87aa34581d,518626d4-2600-4134-8c6a-0ae9315f9625,Katerina Stewart,Cason Campbell,mixed
37,57d81852-8998-4d7c-9ed6-737c404c8650,fb810271-770c-4165-8988-ab0723401bee,Jericho Grollman,Harrison Gold,mens
38,8d4ab63d-f14c-4013-a97a-3789015b9bd8,9d55617e-fe7a-4d1c-8bda-3637647ff5cc,Tatiana Ruhl,Jonny Pickleball Andrews,mixed
39,27bace9b-afb2-424a-af5b-f69ccce01725,3d1d26f9-b591-4b81-80be-a2e708e216a7,Sabrina Guillebeaux,Chase Holderman,mixed
40,b4b00d3c-1974-48f2-b74e-9cf9faa04d69,c41e0c36-ca79-48b6-8453-15978e5f2655,Kevin Dayan,Warren Tamanaha,mens
41,1b181039-306b-4f49-a6a2-961a7cdae3e8,cc1970ad-7170-4440-a54c-4aacb02677d6,Cade Erickson,Vincent Van Patten,mens
42,003033d4-4072-4b5f-9484-9bcceb29b19f,a973d880-71ca-48d1-b127-a7e23afd5a19,Kent Hunter,Matthew Mead,mens
43,69f2c636-4483-4d7b-81bd-e2ac920b88e0,ac34888c-eec3-4445-bc03-f2c2c380a721,Angel Hernandez,David Horn,mens
44,89647b43-f3f5-49e6-896f-614f0175a3f5,e8e10ea8-2ff2-4155-9169-cc33ff8c6265,Jackson Ayotte,Rio Newcombe,mens
45,a973d880-71ca-48d1-b127-a7e23afd5a19,aed87611-eafe-4b6e-9460-17118c30d314,Matthew Mead,Ali Welch,mixed
46,e875c4f7-3d46-4b98-9718-b31db389d80e,edfe3f1d-98b7-4bfb-a107-01ce62316094,Gino Valencia,Dionne Lim,mixed
47,4e220040-a533-4d43-85ba-29ad38b5a3b7,b67f32da-c777-48ab-a6bd-4f5087d2a40f,Clemens Graute,Ekaterina Biakina,mixed
48,b318bac6-a2bd-4c95-9073-a92b279aede8,e8e10ea8-2ff2-4155-9169-cc33ff8c6265,Gabrielle Boudreau,Rio Newcombe,mixed
49,6eeafa8d-6118-400e-995a-e38a725a1609,f8291aa5-c7e5-4514-8bcd-ae67b8950fc1,Stefan Svicevic,Mario Figueredo,mens
50,020d8ae2-4895-4135-b7dc-6f43b34c9926,eb390d9b-37cc-4c36-8972-e7b95cb4c235,David Hall,Christopher Williams,mens
51,f370a1a0-2e1a-463b-a35c-30899131f7d6,f77a3228-78ba-4aa7-9b98-4b7513df0c71,Troy Akin,Bryan Hammond,mens
52,8df7caa9-af2f-4381-833a-f56776546f88,cab31252-5e1f-4e1a-962c-a878c5878625,Claudio Quinones Garcia,Iker Tomas,mens
53,53b2b77e-52e0-4283-9266-f916ab6b8e4e,738bfd67-8a18-461d-a4c2-f46a1ba6b1da,Mason Fung,Ryan Ali,mens
54,3d1d26f9-b591-4b81-80be-a2e708e216a7,a91e2b68-7357-4518-baf9-f59b0b4c2477,Chase Holderman,Christopher Haworth,mens
55,127909ff-8248-401f-b4ca-73570851ce21,7b9a3b15-17bf-4a24-85e5-9d8de0f98b32,Dean Loock,Danny Derry,mens
56,94478a4a-a920-4a12-936c-4dead2ecd1d6,d0750864-2b51-4e8e-9379-85237904ef73,Max Green,Cambell Nakayama,mens
57,596d3613-2e99-43f0-82b8-eef965acad42,e4adde58-d9a0-4f1c-afb4-96bbc7f33d22,Cori Elliott,Benjamin Grant,mixed
58,98915a37-fa53-445c-8c1c-974170c606d7,c5964640-5d39-4c95-b6a4-7a1faeda89a6,Ryan Eveloff,Amanda Rosati,mixed
59,1bbc9415-96dd-4751-9513-95274c5fc0f9,f03d156f-3d8a-4830-a5d1-ae4372ad5009,Nicole Eugenio,Wesley Burrows,mixed
60,2e520a54-a71e-4c5b-9536-e5886840ed0c,ec94501d-8b59-4236-b77d-7238f8925e48,Mike Anderson,Marcela Aguila Ampon,mixed
61,b4b00d3c-1974-48f2-b74e-9cf9faa04d69,c32446f8-bb47-4d48-8d5b-26aba4b20cb2,Kevin Dayan,Trang Huynh,mixed
62,2c3cab78-6beb-4599-9945-542f8d03dfa2,e0eab3c2-8b2d-42ee-8668-a0ea1bc426be,Jason Gregory,Christopher Welch,mens
63,71992955-8b6f-470b-a991-796cfa56a826,cd1bf109-4907-4208-bca1-4d12f9494a4c,Liz Truluck,Casey Diamond,mixed
64,8e32b154-326a-471b-aaf7-2689132b3cd1,ef40c5da-1ba2-403f-929c-38312222b8e0,Claudia Stepien,Chiron Burl,mixed
65,30d6d999-b324-4744-b08c-8309e83c57b0,6518ca38-f4c7-4fd8-84e1-38a7904132c2,Naveen Beasley,Sharienne Ricardo,mixed
66,d8610fd6-1ab3-409a-bea3-d7f7b87d7ee0,f8291aa5-c7e5-4514-8bcd-ae67b8950fc1,Shea Donahue,Mario Figueredo,mixed
67,cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,f86cff72-5f9c-40b1-9f28-f28aafae245f,Jaume Martinez Vich,Wyatt Stone,mens
68,469988c9-b401-4c68-9e07-e1b1b104b791,8160ad59-4654-46b1-b229-8d5f2a9a45f9,Yates Johnson,Hunter Johnson,mens
69,6f149538-c6f6-4ad5-9e60-2afc100f97c1,7cbd7e4d-3d2c-40f8-8c09-40c271d64a73,Spartak Rahachou,Louie Payetta,mens
70,d554d53f-5941-46e9-b02f-a56cb2d4a04d,ec94501d-8b59-4236-b77d-7238f8925e48,Camila Garcia Wright,Marcela Aguila Ampon,womens
71,89a43b02-812e-4b8b-963d-f4f08370e65e,8e32b154-326a-471b-aaf7-2689132b3cd1,Pamela Montez,Claudia Stepien,womens
72,1bbc9415-96dd-4751-9513-95274c5fc0f9,596d3613-2e99-43f0-82b8-eef965acad42,Nicole Eugenio,Cori Elliott,womens
