player_id,full_name,gender,doubles_value,singles_value,V_total,V_regular,V_db
129b2771-34b5-4b7f-9c23-e020a6aa3e6a,Anna Leigh Waters,F,1.7994,2.5104,0.42216,0.35956,0.0626
db5eef5c-99dd-49d9-bbfc-65171a366bda,Anna Bright,F,1.3267,1.8293,0.34235,0.29505,0.0473
1728d016-1f02-4789-be73-63d12d5a5b42,Parris Todd,F,1.139,1.9265,0.29625,0.24079,0.05546
b51ea0fb-c243-4427-85f8-b798febb51ff,Jorja Johnson,F,1.1731,1.4531,0.28752,0.25243,0.0351
3af01041-5679-400a-87b8-12c01db8cec4,Kate Fahey,F,1.0808,2.0328,0.28219,0.22109,0.0611
6cae3a50-eee6-45ea-8b28-85ef9c50e3c4,Jade Kawamoto,F,1.1558,1.2202,0.27133,0.24596,0.02538
6f862c1d-1317-4fe7-bdcd-64caa0dbb088,Ben Johns,M,1.1139,1.9098,0.26913,0.21907,0.05006
50908953-a944-4a34-898b-16af312bc814,Rachel Rohrabacher,F,1.1172,1.3087,0.26338,0.23373,0.02966
f879086b-e0e5-4772-b0a6-4055c265da69,Tina Pisnik,F,1.1255,1.1198,0.25765,0.2365,0.02115
be33755f-9262-461b-aedd-e9a7a686a82c,Jackie Kawamoto,F,1.0882,1.2305,0.24865,0.22215,0.0265
bd061b42-2f82-4bbe-82be-d8bcfb37f9e1,JW Johnson,M,1.0854,1.5994,0.24476,0.20782,0.03694
fec65f7e-f2c8-482f-ab5b-541cf53b1064,Tyra Hurricane Black,F,1.0877,1.1177,0.24453,0.22302,0.02151
fc05556e-3e38-4a38-99c2-f855174a7c28,Hayden Patriquin,M,1.0803,1.529,0.24038,0.20648,0.0339
79a11da1-6aeb-4719-9b1e-9918e0163cec,Christian Alshon,M,1.0143,1.9393,0.23347,0.18015,0.05333
d50310a6-9378-4228-823f-7fb54f7bd698,Gabriel Tardio,M,1.0708,1.4509,0.23334,0.20294,0.0304
b9bacc1e-29b5-4a92-a9c1-24e08ac72215,Sofia Sewing,F,1.0173,1.1429,0.21737,0.19411,0.02327
2c4de762-88d6-47c3-8b2b-af562c5d1f93,Danni-Elle Townsend,F,1.0217,0.971,0.21189,0.19668,0.01521
b1ab7d76-a859-4136-8405-3ed7c9be287a,Mari Humberg,F,0.9922,1.0259,0.20289,0.1848,0.0181
7edb882c-6d17-4129-8208-710e3c82364c,Federico Staksrud,M,0.905,2.0662,0.19347,0.13236,0.06111
9b97206b-783a-4fab-85e9-45a6240325a5,Catherine Parenteau,F,0.8946,1.6707,0.1919,0.14234,0.04955
581183e8-3d9e-459e-b69f-7337d8b6f3d2,Andrei Daescu,M,0.975,1.3466,0.19027,0.16361,0.02666
ff789b9c-80c4-442c-b97e-2e2311298cfb,Vivian Glozman,F,0.923,1.442,0.18894,0.15036,0.03858
52690a0c-ed4a-4e0b-bf69-4ef416cf7d55,Eric Oncins,M,0.9479,1.4889,0.18529,0.15163,0.03367
295e343a-31a0-4e1d-a286-d62592291435,Jay Devilliers,M,0.9207,1.5818,0.17751,0.13897,0.03854
7f36e416-0907-43b2-8ec4-e9533088e30f,Bobbi Oshiro,F,0.8971,1.4317,0.17173,0.13323,0.0385
a3ed7970-35d2-485c-8285-187c298a2d83,Lacy Schneemann,F,0.895,1.1123,0.16502,0.14218,0.02284
20684550-cb89-4ea2-9e2f-0f44eb920b45,Chao Yi Wang,F,0.8588,1.4524,0.16483,0.12502,0.03981
051f5c82-82ce-4ab8-b4f8-36976638a89b,Sahra Dennehy,F,0.829,1.5878,0.15696,0.11039,0.04656
3a43c56f-b9d8-4e72-ae8a-58fd69291946,Jack Sock,M,0.8369,1.7843,0.14895,0.09976,0.04919
afc0bfc9-8cd8-4600-bd45-681092186db3,Vivienne David,F,0.8795,0.9926,0.14883,0.13164,0.01719
05b194b3-db88-4f77-a26f-5ef5cfbf6146,Riley Newman,M,0.9049,1.126,0.1484,0.13196,0.01644
676b1cbc-766c-4616-bf39-1787ffd8c72a,Etta Tuionetoa,F,0.8619,0.9197,0.14014,0.12648,0.01366
ff38654d-daae-4bad-a1a7-690e4e5706eb,Connor Garnett,M,0.8096,1.7966,0.13687,0.08684,0.05003
8f521dcc-1cb5-4c8d-933c-af6b267bd395,Meghan Dizon,F,0.8478,0.9632,0.13562,0.11982,0.0158
14d61e81-14d5-4cb3-ae33-d427fbc1b4f6,Quang Duong,M,0.7965,1.9533,0.13505,0.07737,0.05767
0763ffeb-1b1f-41c5-ab37-d17b66e50b50,Phuc Huynh,M,0.8298,1.6625,0.13427,0.09077,0.0435
1d51becb-4ea0-4878-9660-e3fd2dfaa0ea,Ewa Radzikowska,F,0.8522,0.8539,0.13023,0.11975,0.01048
efe9989b-5864-48c2-806c-06697024e1da,Allyce Jones,F,0.8269,0.9688,0.12611,0.10983,0.01627
55ed7e0a-ff2d-4ac2-aad6-b6772ef4f448,Layne Sleeth,F,0.7881,1.3162,0.12417,0.09039,0.03379
1bb8b2c1-ca6f-45ac-afdd-fab7e77d69d4,Noe Khlif,M,0.7918,1.6911,0.12329,0.07827,0.04503
f6fa549d-8a9c-46fd-aeb8-af8a3f0f7a59,Robert Slutsky,M,0.8246,1.3752,0.12106,0.09183,0.02922
12d79cbe-b5c7-4504-ab8f-f352a6bb8629,Thomas Wilson,M,0.8655,1.0278,0.11725,0.10554,0.01171
1bfba782-55f3-42e4-9889-9018e793c0b5,Leigh Waters,F,0.8277,0.8274,0.1161,0.10688,0.00922
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,F,0.7966,1.1985,0.11484,0.08688,0.02795
06dc9b8a-5c01-49cf-bb4d-70d7b5f85acf,Brooke Buckner,F,0.7261,1.7514,0.11474,0.05927,0.05547
d0f19d1e-2a6e-4eb3-b10c-1311edd599a8,Will Howells,M,0.7824,1.5204,0.11025,0.07339,0.03685
646f7432-e6ad-4ccf-95ee-a0e5d9514d28,Alix Truong,F,0.7944,0.9522,0.10925,0.09381,0.01544
f90428f0-e4a3-4a08-a664-518ba7f188d2,Jack Munro,M,0.8066,1.3501,0.10789,0.07966,0.02823
655e0349-7e66-4233-b999-b6cca2298f9b,Yana Newell,F,0.8122,0.8106,0.10757,0.09928,0.00829
a000a067-1bf1-442f-a961-e6c97cb50006,Nicolas Acevedo,M,0.8422,0.8503,0.10514,0.10226,0.00289
8160ad59-4654-46b1-b229-8d5f2a9a45f9,Hunter Johnson,M,0.7204,1.9754,0.10151,0.04217,0.05934
7319013d-d511-4aa5-a356-4aa2cccf94f5,Lea Jansen,F,0.7014,1.7328,0.10135,0.04662,0.05473
1de884f8-7bf7-4b49-9de8-3f1fd74cabd6,Dylan Frazier,M,0.7531,1.6097,0.10012,0.05874,0.04138
34049405-b415-4f3a-aade-5be0111ac7db,Bruno Faletto,M,0.782,1.305,0.09797,0.07197,0.026
33292af3-984d-4752-8d18-b3a5c147e9fe,Armaan Bhatia,M,0.7666,1.3621,0.0942,0.06526,0.02894
ec4cdfe2-c6f6-4de1-824e-9adcaeb31196,Judit Castillo,F,0.7037,1.5686,0.09418,0.04742,0.04676
29e8121d-6f86-4192-b7af-ab05b77b89fe,Ting Chieh Wei,F,0.7522,1.0546,0.09339,0.07259,0.0208
70c18684-f615-4d05-9aa9-5cbdbd53ab9f,Carlota Trevino,F,0.7437,1.1431,0.0932,0.06793,0.02527
6794d224-7da3-43d9-8300-e24e731f5dea,Samantha Parker,F,0.7293,1.2819,0.0929,0.06046,0.03244
719e2d3b-d10d-402d-a195-41f072214679,Isabella Dunlap,F,0.7124,1.3075,0.08606,0.05222,0.03385
4798e757-53f5-4e52-92aa-98172c8f7862,Roos Van Reek,F,0.7007,1.4596,0.08581,0.04448,0.04133
925c1306-6b3b-4510-8482-f34168a0842a,Roscoe Bellamy,M,0.7114,1.73,0.08509,0.03767,0.04741
eb14fc6e-ede1-4999-bec3-e36695e7f94e,Milan Rane,F,0.7214,1.1347,0.08197,0.05701,0.02496
bf84d952-c6a8-4494-943d-064b223e764f,Estee Widdershoven,F,0.7236,1.0819,0.07989,0.05764,0.02225
6866df42-48ad-423c-9e57-d7d4d6fb66ef,Vanshik Kapadia,M,0.782,0.998,0.07945,0.06912,0.01034
8e2f9629-19d0-409d-81dc-b64fe2f3d3ff,Jessie Irvine,F,0.7421,0.8618,0.07868,0.06755,0.01112
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,M,0.6923,1.7804,0.07819,0.02809,0.0501
3e6b668a-8d26-4424-9420-3ceb18486b65,Daria Walczak,F,0.7092,1.1894,0.07799,0.05008,0.02791
ba491f1c-0112-47a8-a348-4695289e958a,Augustus Ge,M,0.7419,1.2649,0.07754,0.05332,0.02422
ead35052-7367-4296-96d4-064f546cc2b9,CJ Klinger,M,0.7577,1.1036,0.07698,0.06116,0.01582
ce4f0e14-80ea-4ed0-a81c-7341d356d427,Yuta Funemizu,M,0.7681,0.9896,0.07594,0.06598,0.00996
20945292-032a-47f1-93c5-d44ada6e4783,Yufei Long,F,0.6852,1.335,0.0722,0.03691,0.0353
2c2a2b82-9ec7-4046-97cb-3a199ed507af,Oscar Serra,M,0.728,1.2388,0.06794,0.04504,0.0229
1d701c30-6b5d-485f-ae97-60f3b0c50896,Zoey Weil,F,0.6966,1.1023,0.06748,0.04398,0.02349
8c94d7b2-0dce-455e-916f-e35927d53547,Thomas Yu,M,0.7057,1.4398,0.06661,0.03359,0.03302
736475dd-7ccd-40d8-8b43-8c2d9ef9e674,Maggie Brascia,F,0.734,0.7259,0.06603,0.06192,0.00411
71992955-8b6f-470b-a991-796cfa56a826,Liz Truluck,F,0.6809,1.2274,0.06574,0.03582,0.02992
89843e44-48fd-4a3f-b8c0-5f5aa6ae5741,Dekel Bar,M,0.7618,0.8373,0.06527,0.06312,0.00215
ded801fd-297a-4761-b63e-d8fbbfeb5762,Shelby Bates,F,0.6967,1.0921,0.06494,0.04203,0.02292
e96d9339-cfb6-473d-bcb3-23f2887a3e0f,John Lucian Goins,M,0.6718,1.7081,0.06403,0.01743,0.0466
a91e2b68-7357-4518-baf9-f59b0b4c2477,Christopher Haworth,M,0.6193,2.0679,0.06394,-0.0,0.06394
12890797-7355-49ca-848e-56d67e33c4de,Marianna Petrei,F,0.6522,1.4826,0.06268,0.02005,0.04263
504e8c08-caf6-4db8-b454-11ffa321261c,Lucy Kovalova,F,0.731,0.6083,0.06062,0.06062,0.0
66a6c35b-33a2-4a23-b5db-fa53c96d643a,Kaitlyn Christian,F,0.6287,1.6866,0.0603,0.00751,0.05279
52726ab1-2ac9-46c0-be90-6b0e7a2d56eb,Pablo Tellez,M,0.6926,1.4075,0.05963,0.02813,0.0315
524b89ad-b76b-40b4-a0db-736bdc7b8adb,Hien Truong,M,0.6979,1.367,0.05919,0.02982,0.02937
3d9c8684-953f-4008-b355-b6104ee56a5b,Connor Mogle,M,0.6884,1.3728,0.05568,0.0259,0.02977
461f063e-a587-4638-bad9-421ff33d91d7,Genie Erokhina,F,0.6853,0.986,0.05559,0.03811,0.01747
2aa8ced3-d599-4c83-86dd-ecc80196833b,Luca Mack,M,0.6699,1.5505,0.05491,0.01626,0.03865
b03ff4de-9b8f-46a8-a530-d8f19e9d6ec9,Max Freeman,M,0.6907,1.3194,0.05426,0.0272,0.02706
dcd029fb-2814-401b-a1cb-0c4269d9954b,Allie Reichert,F,0.7129,0.7031,0.05422,0.05127,0.00294
698c5236-e88f-411c-b44f-e54f16b2d6b5,George Wall,M,0.7252,0.9956,0.05402,0.04361,0.01041
fa8d5d28-d8f5-4996-8c35-0f4ca3c35bae,Anderson Scarpa,M,0.7082,1.1085,0.05198,0.03587,0.01611
a51b59c5-1a13-4472-821a-eb9866e72adf,Joseph Wild,M,0.7049,1.1254,0.05086,0.03377,0.0171
aec5d8be-9ce0-4cc5-98a4-140fad555fe0,Donald Young,M,0.665,1.506,0.05048,0.01393,0.03655
577d1124-44c9-435d-88e9-01a146f2d177,Eugenia Carolina Lopez Ascarate,F,0.7066,0.6963,0.04979,0.04723,0.00255
3cec5850-24e2-44e3-96bc-ee87aa34581d,Katerina Stewart,F,0.507,1.579,0.04757,-0.0,0.04757
0c5b84bb-4c04-4906-86bc-deb533ff4eec,Zane Ford,M,0.3825,1.7157,0.04701,-0.0,0.04701
0d14405e-2e45-4dcb-8fb7-73558c261b4f,Seone Mendez,F,0.4965,1.5523,0.04626,-0.0,0.04626
a95df9a8-772c-4dbf-8c28-e200b7308584,Kiora Kunimoto,F,0.5828,1.5341,0.04531,-0.0,0.04531
5c817399-aea7-481d-9a83-aab7431eabc1,Alex Emery,M,0.6924,1.123,0.04367,0.02675,0.01692
e21cb6e0-aabb-43b2-a112-c0a0a59081bf,Oliver Frank,M,0.5603,1.6463,0.04361,-0.0,0.04361
1dd5c313-10f5-4e0a-bb9b-699913a5abe8,Mary Brascia,F,0.5899,1.4966,0.04342,-0.0,0.04342
2e0c0227-6e3e-43d5-8037-7f8bd0f9b935,Gabriel Joseph,M,0.3384,1.6234,0.04248,-0.0,0.04248
dbcb41e9-e983-410b-bc23-d184d034cfc0,Tyson McGuffin,M,0.6494,1.4902,0.04189,0.00609,0.03579
4da698bf-605d-4c6c-8566-6bfbdb6c1a24,Genie Bouchard,F,0.188,1.4606,0.04172,-0.0,0.04172
0c1bb94d-3af2-42f4-b938-d712c707ace4,Callie Smith,F,0.6431,1.1423,0.04154,0.01601,0.02553
06ba18e0-687b-4aa3-822d-1c86981f576b,Rafa Hewett,M,0.6611,1.3654,0.04148,0.01206,0.02942
f4c43443-fdff-4344-b291-274cfd26361e,Juan Benitez,M,0.682,1.1604,0.04137,0.02249,0.01888
3270dc72-53b7-4d35-aa4c-7f8b7b6bf905,Matthew Barlow,M,0.5123,1.6002,0.04115,-0.0,0.04115
4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Tama Shimabukuro,M,0.6376,1.5933,0.041,4e-05,0.04096
43df1205-e834-4427-9f1a-4e173bf93296,Grayson Goldin,M,0.5538,1.5887,0.04058,-0.0,0.04058
e9849183-4693-4340-abf5-f4b6f3cb226f,Martin Emmrich,M,0.6632,1.3238,0.04036,0.01308,0.02729
9ce32de7-16c9-4786-a7b0-8c1c2c623d69,Rafael Lenhard,M,0.5266,1.5766,0.04001,-0.0,0.04001
f1151ea2-759d-4d9f-a5b9-5ccd966dc3ca,Hoang Nam Ly,M,0.5422,1.5719,0.03981,-0.0,0.03981
7464628e-931a-44c9-b0df-749a7cb32eaa,Adam Harvey,M,0.474,1.5423,0.03829,-0.0,0.03829
a9782e86-e5ae-46d3-9194-ac89fdaed622,Alexander Crum,M,0.1599,1.5357,0.0381,-0.0,0.0381
1bab49f1-6891-4d3e-8f77-42aa4fc1d18e,Mohaned Alhouni,M,0.6037,1.5058,0.03656,-0.0,0.03656
